ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
63337;Felújítási munkák (tetõfelújítás, elektromos fõvezeték, víz, csatorna, gáz-fõvezeték felújítás, melléképület bontás);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;ÉPÍTÕ 960 Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;20307526;20307526;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16009_2008
63338;Felújítási munkák (tetõfelújítás, elektromos fõvezeték, víz, csatorna, gáz-fõvezeték felújítás, melléképület bontás);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;SZELEMEN ÉPITÖIPARI KFT;33101859;33101859;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16009_2008
63347;folyószámla hitelkeret biztosítása (700000000,-Ft);Budapest Fõváros XXIII.Kerület Soroksár Önkormányzatának Polgármesteri Hivatala;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);52500000;52500000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13657_2008
63348;szabadidõ, kulturális és sportcentrum építése;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;BAYER CENTER KERESKEDELMI KFT;696442040;696442040;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13658_2008
63351;ajánlatkérõ területén közterület-felügyeleti rendszer mûködtetése keretében felmerülõ biztonságtechnikai szolgáltatások nyújtása;Belváros -Lipótváros Budapest Fõváros V. Ker. Önkormányzata;SAFETY SECTOR VAGYONVÉDELMI Korlátolt Felelõsségû Társaság;40000000;40000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13346_2008
63400;az önkormányzat részére nyújtandó 900.000.000,-HUF összegû forint alapú folyószámla hitelkeret biztosítása;Belváros -Lipótváros Budapest Fõváros V. Ker. Önkormányzata;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);77000000;77000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10480_2008
63412;Budapest XVI. kerület József utca (Iglói u.?Rákospalotai határút között) burkolat-felújításának kivitelezése - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;14965045;14965045;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16414_2008
63448;Táncsics Mihály Kollégium rekonstrukció-kiegészítõ építési beruházások megrendelése;Budapest Fõváros Önkormányzata;EXCLUZIV-BAU Építõipari, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;11200000;11200000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15889_2008
63481;Budapest Fõváros II. Kerületi Önkormányzat üzemeltetésében lévõ burkolt útfelületek és járdák kátyúzási, karbantartási és javítási munkáinak kivitelezése. (KÉ táj);Budapest Fõváros Ii. Kerületi Önkormányzat;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;106000000;106000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14810_2008
63485;Budapest XVI. kerületi önerõs útépítések VII. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;Vegyépszer Építõ és Szerelõ Zártkörûen Mûködõ Részvénytársaság;15056756;15056756;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17098_2008
63486;Budapest XVI. kerületi önerõs útépítések VII. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;Vegyépszer Építõ és Szerelõ Zártkörûen Mûködõ Részvénytársaság;2357686;2357686;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17098_2008
63487;Budapest XVI. kerületi önerõs útépítések VII. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;17489400;17489400;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17098_2008
63488;Budapest XVI. kerületi önerõs útépítések VII. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;38420400;38420400;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17098_2008
63499;Azonnali beavatkozást igénylõ hibaelhárítási munkák;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;Rozman József;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17359_2008
63500;Azonnali beavatkozást igénylõ hibaelhárítási munkák;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;CITY-SZOLG Építõipari, Épületgépészeti Tervezõ és Kivitelezõ Korlátolt Felelõsségû Társaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17359_2008
63531;Újpalotai lakótelep KSZT módosítása;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;3000000;3000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17922_2008
63532;Budapest XVI. kerületi Önkormányzat tulajdonában lévõ tusnádfürdõi ingatlan felújítása során kiegészítõ építési beruházás megvalósítása - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;HÉROSZ Építõipari Zártkörûen Mûködõ Részvénytársaság;3330000;3330000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17909_2008
63557;Dél-budapesti régió vízrendezése, engedélyezési és tendertervek elkészítése;Budapest Fõváros Önkormányzata;UNITEF'83 Mûszaki Tervezõ és Fejlesztõ Zrt.;29500000;29500000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17461_2008
63573;Budapest XVI. kerületben útburkolat-felújítás III.;Budapest Fõváros XVI.Kerület Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;21099500;21099500;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18693_2008
63574;Budapest XVI. kerületben útburkolat-felújítás III.;Budapest Fõváros XVI.Kerület Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;25451600;25451600;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18693_2008
63575;Budapest XVI. kerületben útburkolat-felújítás III.;Budapest Fõváros XVI.Kerület Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;23470100;23470100;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18693_2008
63576;Budapest XVI. ker. Csömöri út csapadékcsatorna építés;Budapest Fõváros XVI.Kerület Önkormányzat;Penta Kft;288628165;288628165;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18686_2008
63587;ajánlatkérõ részére vezetékes távbeszélõ szolgáltatás nyújtása;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;Magyar Telekom Távközlési Nyilvánosan Mûködõ Részvénytársaság;7500000;7500000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14449_2008
63606;XIV. kerület Õrnagy utca útburkolatának felújítása a Kerepesi út és a Tábornok utca közötti szakaszon;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;18614297;18614297;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14517_2008
63647;Budapest, XI. ker. Horogszegi határsor ? Hosszúréti-patak feletti B-707 jelû közúti híd felújítás/átépítés munkái;Budapest Fõváros Önkormányzata;HIDTECHNIKA HIDÉPITÖ, KARBANTARTO ÉS SZIGETELÖ KFT;39486000;39486000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19005_2008
63648;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport 1. részfeladat pótmunka;Budapest Fõváros Önkormányzata;POLAR-HÚSZ Híd, Út és Szerkezetépitõ Korlátolt Felelõsségü Társaság;7384800;7384800;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18995_2008
63651;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;Édes-N Kereskedelmi és Szolgáltató Betéti Társaság;15020000;15020000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63652;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;HB-CAT Építõipari Korlátolt Felelõsségû Társaság;10100000;10100000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63653;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;HB-CAT Építõipari Korlátolt Felelõsségû Társaság;10530000;10530000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63654;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;SZ-BAU 2000 Építõipari Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;8370000;8370000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63655;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;EURO NOVO Építõipari, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;3767062;3767062;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63656;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;EURO NOVO Építõipari, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;14470000;14470000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63657;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;B-B BETON BETON- ÉS BETONELEMGYÁRTÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;12920000;12920000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63658;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;EURO NOVO Építõipari, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;14810000;14810000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63659;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;Vektorút Építõipari Kft.;2600000;2600000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63660;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 19., 21., 25., 31., 37., 30., Práter utca 41., Bókay János utca 44., 46. és Szigony utca 27. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;SZ-BAU 2000 Építõipari Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;11440000;11440000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15730_2008
63682;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;33258730;33258730;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63683;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;17651659;17651659;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63684;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;27877920;27877920;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63685;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;41604472;41604472;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63686;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;59686901;59686901;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63687;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;35950000;35950000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63688;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;31656615;31656615;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63689;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;23979750;23979750;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63690;Budapest XVI. kerületben útburkolat-felújítás IV.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;34855000;34855000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19519_2008
63701;útburkolati aszfaltszõnyegezés (Bessenyei u., Gergely Gy.u., Botond u., Frangepán u., Tahi u., Babér u., Kassák L.u., Angyalföldi u., Balzac u., Radnóti M.u., Pozsonyi út, Újpesti(felsõ) rakpart, Klapka u., Gidófalvy u., Aba u., Taksony u.,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;54170160;54170160;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15021_2008
63702;útburkolati aszfaltszõnyegezés (Bessenyei u., Gergely Gy.u., Botond u., Frangepán u., Tahi u., Babér u., Kassák L.u., Angyalföldi u., Balzac u., Radnóti M.u., Pozsonyi út, Újpesti(felsõ) rakpart, Klapka u., Gidófalvy u., Aba u., Taksony u.,;Budapest Fõváros XIII. Kerületi Önkormányzat;Penta Kft;56131867;56131867;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15021_2008
63703;útburkolati aszfaltszõnyegezés (Bessenyei u., Gergely Gy.u., Botond u., Frangepán u., Tahi u., Babér u., Kassák L.u., Angyalföldi u., Balzac u., Radnóti M.u., Pozsonyi út, Újpesti(felsõ) rakpart, Klapka u., Gidófalvy u., Aba u., Taksony u.,;Budapest Fõváros XIII. Kerületi Önkormányzat;Penta Kft;59045151;59045151;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15021_2008
63704;útburkolati aszfaltszõnyegezés (Bessenyei u., Gergely Gy.u., Botond u., Frangepán u., Tahi u., Babér u., Kassák L.u., Angyalföldi u., Balzac u., Radnóti M.u., Pozsonyi út, Újpesti(felsõ) rakpart, Klapka u., Gidófalvy u., Aba u., Taksony u.,;Budapest Fõváros XIII. Kerületi Önkormányzat;Penta Kft;84540984;84540984;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15021_2008
63709;Iroda felújítás 2008. évi ütem;Budapest Fõváros Önkormányzata;Építõ-és épületkarbantartó Zártkörûen Mûködõ Részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18998_2008
63735;Önkormányzati vagyon- és felelõsségbiztosítás a 2009-2011. évekre;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;Groupama Garancia Biztosító Zártkörûen Mûködõ Részvénytársaság;19060920;19060920;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20022_2008
63784;Budapest X. kerületben 4 db utca burkolatfelújítása;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;Penta Kft;4906018;4906018;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15918_2008
63785;Budapest X. kerületben 4 db utca burkolatfelújítása;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;16033339;16033339;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15918_2008
63786;Budapest X. kerületben 4 db utca burkolatfelújítása;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;Penta Kft;9963175;9963175;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15918_2008
63787;Budapest X. kerületben 4 db utca burkolatfelújítása;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;17844424;17844424;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15918_2008
63827;Budapest Fõváros XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;8278380;8278380;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20564_2008
63828;Budapest Fõváros XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;16904580;16904580;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20564_2008
63829;Budapest Fõváros XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;13853400;13853400;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20564_2008
63830;Budapest Fõváros XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;ROK-LA Építõipari Szolgáltató Kft.;9338520;9338520;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20564_2008
63831;Budapest Fõváros XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;6267600;6267600;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20564_2008
63856;Vállalkozási szerzõdés ?Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport 5. részfeladat pótmunka;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;2293796;2293796;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20103_2008
63893;Mûfüves sportpályák Rákosmente;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;SPORT TRADE'92 Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;100000000;100000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19652_2008
